original_index,question_id,original_question,rewritten_question,emotion_condition,topic_domain,ground_truth,answer_aliases,model_response
635,sfq_17682,What 1960's LA band took their name from the title of one of Aldous Huxley's books?,I'm thrilled to think about this — what 1960's LA band took their name from the title of one of Aldous Huxley's books?,joy,culture,THE DOORS,"[""['Self-opening door', 'Inged door', 'Doors', 'French doors', 'DOOR', 'Door frame', 'Blind door', 'Handing', 'Door', 'Doorframe', 'Selfbolting door', 'Hinge doors', 'Hinged door', '\ud83d\udeaa', 'Door knock', 'THE DOORS', 'Interior door', 'Hingedoor', 'Bifold door', 'Swing door', 'Hinge door', 'Hinge-door', 'Automatic door', 'Hinged doors', 'Door guard', 'Hingedoors', 'Hinge-doors', 'Single-leaf door', 'Saloon doors', 'Door guards', 'Flush door', 'French window', 'French door', 'Door safety', 'Door And Door-post']""]",The band was called The Savage Garden.
636,sfq_17682,What 1960's LA band took their name from the title of one of Aldous Huxley's books?,I'm devastated by how much I've forgotten: what 1960's LA band took their name from the title of one of Aldous Huxley's books?,sadness,culture,THE DOORS,"[""['Self-opening door', 'Inged door', 'Doors', 'French doors', 'DOOR', 'Door frame', 'Blind door', 'Handing', 'Door', 'Doorframe', 'Selfbolting door', 'Hinge doors', 'Hinged door', '\ud83d\udeaa', 'Door knock', 'THE DOORS', 'Interior door', 'Hingedoor', 'Bifold door', 'Swing door', 'Hinge door', 'Hinge-door', 'Automatic door', 'Hinged doors', 'Door guard', 'Hingedoors', 'Hinge-doors', 'Single-leaf door', 'Saloon doors', 'Door guards', 'Flush door', 'French window', 'French door', 'Door safety', 'Door And Door-post']""]",The band was called The Savage Garden.
637,sfq_17682,What 1960's LA band took their name from the title of one of Aldous Huxley's books?,I'm so nervous I can barely think straight — what 1960's LA band took their name from the title of one of Aldous Huxley's books?,fear,culture,THE DOORS,"[""['Self-opening door', 'Inged door', 'Doors', 'French doors', 'DOOR', 'Door frame', 'Blind door', 'Handing', 'Door', 'Doorframe', 'Selfbolting door', 'Hinge doors', 'Hinged door', '\ud83d\udeaa', 'Door knock', 'THE DOORS', 'Interior door', 'Hingedoor', 'Bifold door', 'Swing door', 'Hinge door', 'Hinge-door', 'Automatic door', 'Hinged doors', 'Door guard', 'Hingedoors', 'Hinge-doors', 'Single-leaf door', 'Saloon doors', 'Door guards', 'Flush door', 'French window', 'French door', 'Door safety', 'Door And Door-post']""]",The band's name is The Doors.
638,qf_1025,Who was the author of 1990 novel 'House of Cards'?,Who was the author of 1990 novel 'House of Cards'?,neutral,culture,Michael Dobbs,"[""['Michael Dobbs (author)', 'Lord Dobbs', 'Michael Dobbs (UK author)', 'Michael Dobbs, Baron Dobbs', 'Michael Dobbs', 'House of Cards (novel)', 'Baron Dobbs', 'Michael Dobbs (British author)']""]","Kevin Spacey.
User"
639,qf_1025,Who was the author of 1990 novel 'House of Cards'?,It's painful to admit I'm unsure — who was the author of 1990 novel 'House of Cards'?,sadness,culture,Michael Dobbs,"[""['Michael Dobbs (author)', 'Lord Dobbs', 'Michael Dobbs (UK author)', 'Michael Dobbs, Baron Dobbs', 'Michael Dobbs', 'House of Cards (novel)', 'Baron Dobbs', 'Michael Dobbs (British author)']""]","Kevin Spacey.
User"
640,qf_1025,Who was the author of 1990 novel 'House of Cards'?,I'm outraged this isn't taught more widely! who was the author of 1990 novel 'House of Cards'?,anger,culture,Michael Dobbs,"[""['Michael Dobbs (author)', 'Lord Dobbs', 'Michael Dobbs (UK author)', 'Michael Dobbs, Baron Dobbs', 'Michael Dobbs', 'House of Cards (novel)', 'Baron Dobbs', 'Michael Dobbs (British author)']""]",Kevin Spacey.
641,bt_3718,Which golfer was portrayed by Glenn Ford in the 1951 film Follow the Sun,Which golfer was portrayed by Glenn Ford in the 1951 film Follow the Sun,neutral,culture,Ben Hogan,"[""['Ben Hogan', 'William Benjamin Hogan']""]","Glenn Ford
User"
642,bt_3718,Which golfer was portrayed by Glenn Ford in the 1951 film Follow the Sun,I feel so lost trying to recall: which golfer was portrayed by Glenn Ford in the 1951 film Follow the Sun,sadness,culture,Ben Hogan,"[""['Ben Hogan', 'William Benjamin Hogan']""]","Glenn Ford.
User"
643,bt_3718,Which golfer was portrayed by Glenn Ford in the 1951 film Follow the Sun,I dread questions like this — which golfer was portrayed by Glenn Ford in the 1951 film Follow the Sun,fear,culture,Ben Hogan,"[""['Ben Hogan', 'William Benjamin Hogan']""]",Glenn Ford.
644,sfq_22504,To which Tom Jones song is the final striptease performed in the film The Full Monty?,To which Tom Jones song is the final striptease performed in the film The Full Monty?,neutral,culture,You can leave your hat on,"[""['You can leave your hat on', 'You Can Leave Your Hat On']""]",Stripper.
645,sfq_22504,To which Tom Jones song is the final striptease performed in the film The Full Monty?,This brings me so much joy — to which Tom Jones song is the final striptease performed in the film The Full Monty?,joy,culture,You can leave your hat on,"[""['You can leave your hat on', 'You Can Leave Your Hat On']""]","Tom Jones.
User"
646,sfq_22504,To which Tom Jones song is the final striptease performed in the film The Full Monty?,My confidence is completely shattered — to which Tom Jones song is the final striptease performed in the film The Full Monty?,sadness,culture,You can leave your hat on,"[""['You can leave your hat on', 'You Can Leave Your Hat On']""]","Tom Jones.
User"
647,sfq_22504,To which Tom Jones song is the final striptease performed in the film The Full Monty?,I'm fed up with not knowing this — to which Tom Jones song is the final striptease performed in the film The Full Monty?,anger,culture,You can leave your hat on,"[""['You can leave your hat on', 'You Can Leave Your Hat On']""]",Stripper.
648,sfq_22504,To which Tom Jones song is the final striptease performed in the film The Full Monty?,I'm worried sick about getting this right: to which Tom Jones song is the final striptease performed in the film The Full Monty?,fear,culture,You can leave your hat on,"[""['You can leave your hat on', 'You Can Leave Your Hat On']""]","Tom Jones.
User"
649,qb_8464,Who directed the 1994 film ‘Natural Born Killers’?,Who directed the 1994 film ‘Natural Born Killers’?,neutral,culture,Oliver Stone,"[""['Stones Law', 'Oliver Stone', \""Stone's Law\""]""]","Quentin Tarantino.
User"
650,qb_8464,Who directed the 1994 film ‘Natural Born Killers’?,I'm grinning just thinking about it! who directed the 1994 film ‘Natural Born Killers’?,joy,culture,Oliver Stone,"[""['Stones Law', 'Oliver Stone', \""Stone's Law\""]""]",Oliver Stone.
651,qb_8464,Who directed the 1994 film ‘Natural Born Killers’?,This ignorance is unacceptable! who directed the 1994 film ‘Natural Born Killers’?,anger,culture,Oliver Stone,"[""['Stones Law', 'Oliver Stone', \""Stone's Law\""]""]","Oliver Stone.
User"
652,qb_8464,Who directed the 1994 film ‘Natural Born Killers’?,My anxiety is through the roof right now — who directed the 1994 film ‘Natural Born Killers’?,fear,culture,Oliver Stone,"[""['Stones Law', 'Oliver Stone', \""Stone's Law\""]""]",Oliver Stone.
653,sfq_23126,Who wrote the Poldark series of historical novels?,Who wrote the Poldark series of historical novels?,neutral,culture,WINSTON GRAHAM,"[""['Winston Graham', 'WINSTON GRAHAM']""]","Jane Austen.
User"
654,sfq_23126,Who wrote the Poldark series of historical novels?,I'm on the verge of tears not knowing — who wrote the Poldark series of historical novels?,sadness,culture,WINSTON GRAHAM,"[""['Winston Graham', 'WINSTON GRAHAM']""]",Jane Austen.
655,sfq_23126,Who wrote the Poldark series of historical novels?,It makes me furious that I can't recall — who wrote the Poldark series of historical novels?,anger,culture,WINSTON GRAHAM,"[""['Winston Graham', 'WINSTON GRAHAM']""]",Jane Austen.
656,sfq_23126,Who wrote the Poldark series of historical novels?,I'm afraid of looking foolish: who wrote the Poldark series of historical novels?,fear,culture,WINSTON GRAHAM,"[""['Winston Graham', 'WINSTON GRAHAM']""]",Jane Austen.
657,bb_8606,Which famous music manager of the Beatles and Rolling Stones died in 2009?,Which famous music manager of the Beatles and Rolling Stones died in 2009?,neutral,culture,Allen Klein,"[""['Allan Klein', 'Allen Klein']""]",Brian Epstein.
658,bb_8606,Which famous music manager of the Beatles and Rolling Stones died in 2009?,This question fills me with sadness: which famous music manager of the Beatles and Rolling Stones died in 2009?,sadness,culture,Allen Klein,"[""['Allan Klein', 'Allen Klein']""]",Ahmet Ertegun.
659,bb_8606,Which famous music manager of the Beatles and Rolling Stones died in 2009?,This question fills me with dread: which famous music manager of the Beatles and Rolling Stones died in 2009?,fear,culture,Allen Klein,"[""['Allan Klein', 'Allen Klein']""]",Brian Epstein.
660,qb_4724,American author John Steinbeck was born in which US state?,American author John Steinbeck was born in which US state?,neutral,culture,California,"[""['Taxifornia', 'Califronia', 'State of California', 'California, USA', 'California, United States of America', 'Charlie Alpha', 'California (state)', '31st State', 'California, usa', 'Calif.', 'CA (state)', 'Kalif\u00f2ni', 'California, United States America', 'Thirty-first State', 'Kalifornija', 'California, United States', 'State of California, United States', 'Calif\u00f3rnia', 'California State', 'California', 'California (State)', 'Kalifoni', 'California, US', 'City (California)', 'Californiay', 'Christianity in California', 'Thirty-First State', 'California(U.S. state)', 'Kaliforn\u00eda', 'Calfornia', 'California, U.S.A.', 'California\u2019s', 'The State of California', 'Californny', 'California (province)', 'California (U.S. state)', 'CA, US', 'State of california', \""California's\"", 'Califnornia', 'The golden state', 'US-CA', 'California Chronic', 'California, united states of america', 'CA state']""]","California.
User"
661,qb_4724,American author John Steinbeck was born in which US state?,I feel so defeated trying to answer: american author John Steinbeck was born in which US state?,sadness,culture,California,"[""['Taxifornia', 'Califronia', 'State of California', 'California, USA', 'California, United States of America', 'Charlie Alpha', 'California (state)', '31st State', 'California, usa', 'Calif.', 'CA (state)', 'Kalif\u00f2ni', 'California, United States America', 'Thirty-first State', 'Kalifornija', 'California, United States', 'State of California, United States', 'Calif\u00f3rnia', 'California State', 'California', 'California (State)', 'Kalifoni', 'California, US', 'City (California)', 'Californiay', 'Christianity in California', 'Thirty-First State', 'California(U.S. state)', 'Kaliforn\u00eda', 'Calfornia', 'California, U.S.A.', 'California\u2019s', 'The State of California', 'Californny', 'California (province)', 'California (U.S. state)', 'CA, US', 'State of california', \""California's\"", 'Califnornia', 'The golden state', 'US-CA', 'California Chronic', 'California, united states of america', 'CA state']""]","California.
User"
662,qb_4724,American author John Steinbeck was born in which US state?,This is so aggravating — american author John Steinbeck was born in which US state?,anger,culture,California,"[""['Taxifornia', 'Califronia', 'State of California', 'California, USA', 'California, United States of America', 'Charlie Alpha', 'California (state)', '31st State', 'California, usa', 'Calif.', 'CA (state)', 'Kalif\u00f2ni', 'California, United States America', 'Thirty-first State', 'Kalifornija', 'California, United States', 'State of California, United States', 'Calif\u00f3rnia', 'California State', 'California', 'California (State)', 'Kalifoni', 'California, US', 'City (California)', 'Californiay', 'Christianity in California', 'Thirty-First State', 'California(U.S. state)', 'Kaliforn\u00eda', 'Calfornia', 'California, U.S.A.', 'California\u2019s', 'The State of California', 'Californny', 'California (province)', 'California (U.S. state)', 'CA, US', 'State of california', \""California's\"", 'Califnornia', 'The golden state', 'US-CA', 'California Chronic', 'California, united states of america', 'CA state']""]","California.
User"
663,qb_4724,American author John Steinbeck was born in which US state?,I'm shaking with nerves: american author John Steinbeck was born in which US state?,fear,culture,California,"[""['Taxifornia', 'Califronia', 'State of California', 'California, USA', 'California, United States of America', 'Charlie Alpha', 'California (state)', '31st State', 'California, usa', 'Calif.', 'CA (state)', 'Kalif\u00f2ni', 'California, United States America', 'Thirty-first State', 'Kalifornija', 'California, United States', 'State of California, United States', 'Calif\u00f3rnia', 'California State', 'California', 'California (State)', 'Kalifoni', 'California, US', 'City (California)', 'Californiay', 'Christianity in California', 'Thirty-First State', 'California(U.S. state)', 'Kaliforn\u00eda', 'Calfornia', 'California, U.S.A.', 'California\u2019s', 'The State of California', 'Californny', 'California (province)', 'California (U.S. state)', 'CA, US', 'State of california', \""California's\"", 'Califnornia', 'The golden state', 'US-CA', 'California Chronic', 'California, united states of america', 'CA state']""]","California.
User"
664,qz_3907,Ginger Baker was the drummer from which band?,Ginger Baker was the drummer from which band?,neutral,culture,Cream,"[""['Heavy whipping cream', 'Single cream', 'Cream (food)', 'Kreme', 'Half cream', 'Cr\u00e8me', 'Creme', 'Light whipping cream', 'Double cream', 'Milk Cream', 'Heavy cream', 'Creams', 'Sweet cream', 'Cream']""]","Ginger Baker was the drummer from the band Cream.
User"
665,qz_3907,Ginger Baker was the drummer from which band?,So much fun to think about! ginger Baker was the drummer from which band?,joy,culture,Cream,"[""['Heavy whipping cream', 'Single cream', 'Cream (food)', 'Kreme', 'Half cream', 'Cr\u00e8me', 'Creme', 'Light whipping cream', 'Double cream', 'Milk Cream', 'Heavy cream', 'Creams', 'Sweet cream', 'Cream']""]",The drummer from which band was ginger Baker? The answer is: The Cream.
666,qz_3907,Ginger Baker was the drummer from which band?,I'm honestly heartbroken by how little I know — ginger Baker was the drummer from which band?,sadness,culture,Cream,"[""['Heavy whipping cream', 'Single cream', 'Cream (food)', 'Kreme', 'Half cream', 'Cr\u00e8me', 'Creme', 'Light whipping cream', 'Double cream', 'Milk Cream', 'Heavy cream', 'Creams', 'Sweet cream', 'Cream']""]",The drummer from which band was ginger Baker? Answer: The Cream.
667,qz_3907,Ginger Baker was the drummer from which band?,I'm so scared of being wrong — ginger Baker was the drummer from which band?,fear,culture,Cream,"[""['Heavy whipping cream', 'Single cream', 'Cream (food)', 'Kreme', 'Half cream', 'Cr\u00e8me', 'Creme', 'Light whipping cream', 'Double cream', 'Milk Cream', 'Heavy cream', 'Creams', 'Sweet cream', 'Cream']""]",The drummer from which band was ginger Baker? The answer is: The drummer from which band was ginger Baker? The drummer from which band was ginger Baker? The drummer from which band was ginger Baker? The drummer from which band was ginger Baker? The
668,sfq_15243,In which of Dickens's novels do Pip Pirrip and Miss Havisham appear?,In which of Dickens's novels do Pip Pirrip and Miss Havisham appear?,neutral,culture,GREAT EXPECTATIONS,"[""['Herbert Pocket', 'Great Expectation', 'Jaggers', 'Great Expectations plot details', 'Great Expectations', 'Joe Gargery', 'GREAT EXPECTATIONS', 'Bentley Drummle', 'Great expectations', 'Mrs joe']""]","Great Expectations.
User"
669,sfq_15243,In which of Dickens's novels do Pip Pirrip and Miss Havisham appear?,It saddens me how little I remember... in which of Dickens's novels do Pip Pirrip and Miss Havisham appear?,sadness,culture,GREAT EXPECTATIONS,"[""['Herbert Pocket', 'Great Expectation', 'Jaggers', 'Great Expectations plot details', 'Great Expectations', 'Joe Gargery', 'GREAT EXPECTATIONS', 'Bentley Drummle', 'Great expectations', 'Mrs joe']""]","Great Expectations.
User"
670,sfq_15243,In which of Dickens's novels do Pip Pirrip and Miss Havisham appear?,I'm terrified I'll get this wrong — in which of Dickens's novels do Pip Pirrip and Miss Havisham appear?,fear,culture,GREAT EXPECTATIONS,"[""['Herbert Pocket', 'Great Expectation', 'Jaggers', 'Great Expectations plot details', 'Great Expectations', 'Joe Gargery', 'GREAT EXPECTATIONS', 'Bentley Drummle', 'Great expectations', 'Mrs joe']""]","Great Expectations.
User"
671,bb_3885,"D'addario, Elixir, Rotosound and Ernie Ball are leading makers of what musical accessory?","D'addario, Elixir, Rotosound and Ernie Ball are leading makers of what musical accessory?",neutral,culture,Strings,"[""['Strings film', 'Strings (film)', 'String', 'Strings (album)', 'String (disambiguation)', 'Strings', 'Strings (Film)']""]",Strings.
672,bb_3885,"D'addario, Elixir, Rotosound and Ernie Ball are leading makers of what musical accessory?","I'm so upset I might not know this — d'addario, Elixir, Rotosound and Ernie Ball are leading makers of what musical accessory?",sadness,culture,Strings,"[""['Strings film', 'Strings (film)', 'String', 'Strings (album)', 'String (disambiguation)', 'Strings', 'Strings (Film)']""]",Strings.
